,COEFFICIENTS,ENCODINGS
98,1,MRCSAg@AmIYEbHRF_
99,1,M?Lh`Od?VkUcOikG_
100,0,MWEE@cSaa?_VNpJO_
101,0,MpA@ET?cGB}A`JHt_
102,1,MHKQHCE?nwCdachF_
103,1,MB@ob?M}@WwOEQe{_
104,1,MPAgd?F?nYN@Ugse_
105,1,MoBAa?F`cD{f_ikh_
106,1,MaOaGwaGgPyE`oIz_
107,1,M`oHCKBGeCeSRRBF_
108,0,M?koR?qWeB_mra@E?
109,0,MMOGXIHOH?_]bqBV_
110,0,MALOQgDoMC?VrKlO?
111,1,MCqIGhQGc`A^a@`V_
112,1,MCEaFH`XGC_rViHO?
113,1,MbCI?gUOSBwEbRRL_
114,1,Ma_oO_b_wRYLqOdw_
115,1,Mog@cDOoUGcei?sn_
116,1,MS_j@?d@h_wOcZnE?
117,1,MdOOcPGDJ?cgfAbN_
118,0,MRGKoKOq?C?`YclN_
119,1,Mg`Oc@g@ZOaifAAN_
120,1,MPIGsGDOgB`^R_se_
121,1,MaGp?aB_wB}CIjax_
122,1,MgPP@BCAMB`n@qKu_
123,0,MgKOgB_@fAqIQgon_
124,1,MCKq@sACWDwNERcq_
125,1,MbGIAL@OScoFAbRN_
126,1,M@wCbU@GSBdIPZDL_
127,0,M?{IGpcCDFAW^@`X_
128,0,MiGOKHCoC_aQwS|X_
129,0,MwGOKGAPQPCKks]P_
130,1,M_wGH@[GYScW^`AD_
131,0,M?uOhGIWSDoZRa`D_
132,0,MaIOKP@SHS_qKNeE_
133,1,M?{WP@EIJCoYbOEf_
134,1,M?lGYEHAUB_]faAI?
135,0,MeOQGOH_gPEDVOO~?
136,1,MXOCbS@?SBdNPZDL_
137,1,MaoI?pSCDF?W^BUX_
138,1,MGwQaSGC`P`IdQRF_
139,1,MggWOCoA`UAotL@F_
140,0,MIQGShQOC`_^p`bE_
141,1,MKoGbEH_H@OYbREf_
142,0,M_d?DcTqQ@_Nqgu_?
143,1,MBWIPGXAcaoOW^EE_
144,1,M[G@qOS?iKDJQKIM_
145,1,MIWOsAIoCI_WnqQP_
146,0,MqCBGW_e?EE@iSHz_
147,1,MaCoO_d`WB|FPgbK_
148,1,M`HCBT@CSBdNQRDL_
149,0,MCLIOpQCDBCg^`dP_
150,1,M_wGKHaGq_hGuARF_
151,1,M`IAKPaaCEdHZGHU?
152,1,MwCOa?gob@@SKVb`_
153,1,M@YSGo`AWKxOWmcE_
154,1,MGqQDAQcC``ZrA`T_
155,1,M_wOSAIsC`aglJaP_
156,1,MDDW_`PAUHA^b@_Z_
157,1,MAodIGFOkB@NQVDG?
158,1,MGpPGgDOgB`^R_se_
159,1,MCqOSaDpG`AW^`ce_
160,0,MGYO[G`PHAhO[mcE_
161,1,MagOKGKHgRWHCS{H_
162,1,MIGsP@cH`BHGooXo_
163,1,M_kOSAasCoaiN?EZ_
164,1,MHGopGcP_E`rFGHU?
165,1,MW`UCCAcPA@QoVL`_
166,1,Mt?W_K?EH?dHDHRV?
167,0,MMORADGaD@@?XpJe_
168,1,MPQOSa@pGbAWNpce_
169,0,MPQG[Q@AEdAoKmeE_
170,1,MoKAcOQgHIKGKLmP_
171,0,MGiPSE@cGLCgKNeH_
172,1,MKgOsAaoCOaiN_EZ_
173,1,M[G@qOo?iK@jQKQL_
174,1,MS`QQ?gLa@_hKhe@_
175,1,MIgTOGDOgWEAXcO~?
176,1,MGpPGgDOgB`^R_se?
177,1,MGRSAgH?]cZFIOtd_
178,1,MQOkHCB_KiTEpolH_
179,1,McCc_paCNC]@qARV_
180,1,MGLOQ_F?nk[`Ycl??
181,1,MPAgd?L?zWmPUhJE?
182,1,MOagS_F?niV?xVGi_
183,1,MCiCBoJAcA~CxRGi_
184,0,M`oG`GkOgE`^PHbd_
185,0,MKWI`JCAGIG[SFU\_
186,1,MP`HQGIOoD`mbIbd_
187,1,M@wGQgX?[DxuP_ki_
188,1,MaGp?aB_sB}AJosu_
189,1,MPSW_a@CME_~@JbU_
190,0,MgoCQSQCHBAW^`ct_
191,1,MIAsC``ICD_~R_NI_
192,1,MKoDAsHAC_`W^RFI_
193,0,MBBDGs`ECg_WV`UY?
194,1,MIOs_b@ICB`^@REY_
195,1,Mq?aOb@_[PuD_uTZ?
196,1,MGePPQACIBc^@aKv?
197,1,Mp@?pAQae@a\QpQt?
198,1,MgoOgCWER_`KSAtN_
199,1,MKOq@cHGSSiVR`BF_
200,0,MALI_iBCTAaIjRcH_
201,1,MogGoGPQDCcWnOeY_
202,1,MEKGPhDOc_`NXRSB_
203,1,MEWGbW`CCOpGnQEY_
204,1,MEWGbI`SCOgGlREY_
205,1,McBAHBHi_QMAb?@v_
206,1,MALS_aBPSaaMiRcH_
207,1,MCUW_aHCMA_~`JbE_
208,1,Md?cCoF?nG]CEUtN?
209,1,MR_PAa@_[D}A@etN?
210,1,Mp_@SP@CUB`^@BRN?
211,1,M@iQ_cH_[D{F?FRN?
212,1,M`Op?gI_[@~AbSNJ?
213,1,MHcSPQ@GE@_}BaVV?
214,0,MWgQo@_@jO_idPBN_
215,1,M?mQOqAGiB_]baIj?
216,1,Mp?aHA`_y@_^BolX?
217,0,MO[Qo@_kE__hL@dZ_
218,0,Mag?wAikE__gMBEZ_
219,1,MW_t?c@CdA}@QbRN_
220,1,MALIGx@GCaaNaPsJ_
221,1,MaW?JIHqC_cGnqAY_
222,1,MoBGEGQQ`WLFAC@v_
223,0,MOTGbG`SDOwHDREY_
224,1,M?NGaiBSF?cIjREH_
225,1,MaAa_gi_[@yFaDNJ?
226,1,MHcCTQDGE@_|BbRF?
227,1,MGkPBAIPEB_]bagj?
228,0,MogGoCWERO`ITGdN_
229,1,MQ@iA_b@Vb?uhp]c?
230,1,MD_oR?UaSAzTOdZK?
231,1,M_wC`EDgX@QHAjG~?
232,0,MPOhHH@SGagv?BL^?
233,1,MBKGIgMASRYKiKYw?
234,1,MCDaEoR@TdTebIbD_
235,1,MEDSB?F@nAXERakh_
236,1,M?e_YoM@ZoxRGeHH?
237,1,M_iAWEgpECcEiWAn_
238,1,MCKhPCF?mg?nbOsE?
239,1,MoWHCCo@eIkeiW?n_
240,1,M{?ASAo_cGlfIW@v_
241,1,MAHiCkEaaA?FZd`e?
242,1,MPAcBaH@mb[aRJDD_
243,1,MiGP?aD@KF}CQrPX_
244,1,M_gc__r_lc]coAoy_
245,1,MOQdA_b`Lg\cP`TH_
246,1,MDDCeOJ?v_]AHQYx_
247,1,MBK@SoY?nqYA@WhF_
248,1,MWKQWA_@eIkeiW?n_
249,1,M?ecBsoOeH?NYr@E?
250,1,M?e_RoX@Nk[bGos?_
251,1,Mag@cDcpEAaEi?sn_
252,0,MAKpP?J_]aANbOsE?
253,1,M?RadGTocG_^qgu??
254,1,M@TGg_l@VhR_hLYP_
255,1,MPIAUOQ@KTxdPdoe_
256,0,MT@AYDAHT@m@Eha\_
257,1,MDPOe?LA^oZ@Gotd_
258,1,M?]Q@s@GSLwUQheh_
259,1,MR@@iOaAKJ|D?pJT_
260,1,MaOq?aBAsN[DJOb[_
261,1,MbGR?D_CuK`BIopf_
262,1,Me?aO`dCwHuF_oLJ_
263,1,M?\W_cHCSJ|FOR@H_
264,1,MKoI`ALCHBAYrBCf_
265,1,M?]AcoTgI@_^IjAP?
266,1,M?fQOcPAvqQDGWh{_
267,1,Mq@APE@@sVWDFOq{_
268,1,MagQ_B_PTBaaY`Sl_
269,1,MQBCKdA?|k[F?Ign?
270,1,MSaQHCAAsFYFEOh{_
271,1,Mb_P_ODCcL}AOatF_
272,1,M`D?LAeaUajKoo|__
273,1,MCpR?cDSXwW@CJS~?
274,1,M@dOQ_TIfqIs_Gjk_
275,1,MATBCoT_WRXDFOqk_
276,1,MAwBQY@CdA{?PaTN_
277,1,MFG@IoF?noFDAXOn?
278,1,MOax?c@Gcj]A`RPN_
279,1,MK`PGqAGGRDlB`cf_
280,1,M?]AdGToL?_^IjAP?
281,1,M?\T?s@@LA}CQr@X_
282,1,MaPG`Y@GHGctB`cv_
283,0,MORGKgEOe@gNqgu_?
284,1,MSaBGcQ_wBYEEPh{_
285,1,MF_BWX@CcA{@ObRN_
286,1,M`aAQCb`cDkTogmh_
287,1,M_i@QSICpP`ZDose_
288,1,M`g?qH`HiC`\a?jJ_
289,1,MaoBG@b_wBt@rCQx_
290,1,Moo@W@KHMB`lGZGu_
291,0,Moc?wOKSOXoo\JHT_
292,0,MogOoOG@hJKg]PJL_
293,0,M`KOW@ccS`pYiOUd_
294,1,MooGPHA@Y_hHuBEF_
295,0,MwOGK@a?iagXuIeD_
296,1,MEoOkPAAXGchf?cN_
297,1,MWIQQ?cDH`dKdJCF_
298,1,Moc@g?LJIP_z`XHF?
299,1,MO[?mCaqD__[VACZ_
300,1,MhGWOGo?qPDPS|@p_
301,1,MGbBDWoBASCOtSSf?
302,0,MooAoPG@hJCg\PJL_
303,1,M``?LW`GKQbmJOeL_
304,0,M`c@IRAaGPa|A`JT_
305,1,MHDCo`T@YO`^b@AJ_
306,1,M?MoJBAQe`cNaHEB?
307,1,M_o_achohHTF@OJN_
308,1,MChX?aQGcRDlB``F_
309,1,M?[pa?[QMb?^GYKS?
310,1,M`g?XSDOcRxDaOtD_
311,0,MEoOW`HWWdORQaAn_
312,1,MPKCp?TO]P@NbHAF?
313,1,MOobHCP_xBYCQPh{_
314,1,MOeBWD_hD@fAIWCv_
315,1,MRAQ@_D_kKwUQjeh_
316,1,MpG@oOPGMB`iJosu_
317,1,M_[GgDccGHoo]Hct_
318,1,M_sWOPOOHJCW\pJT_
319,1,MgW?iKHICo`XMoJY_
320,1,M_MAHI`TCo_W^`cQ_
321,1,MP`OU?EQchbMCCNQ?
322,1,M_wOaGDWKcpJIbBF_
323,1,M_[CQPSKEAc[L`UH_
324,1,MqGWA@__pSAijGPt_
325,1,MeCGEUO@Q__JCmYY_
326,1,M_[WOOI_CQw[TieH_
327,1,MKoOsAaPDOagN_EZ_
328,1,MOkQW?gqPQAOtL@F_
329,1,MHP[AOW?`AigMhU@_
330,1,MqOPG?DpGsE@YcH^?
331,1,M`cPOO`HEH_xawlJ?
332,1,MgWOo@S@j_dKU@BN_
333,0,MkOS_@oAWEXLCaPv_
334,1,MDaD@sI@oB@]FRME_
335,1,MpC@o?ihEC`\BOqj_
336,1,MbOIAGUASByE`hJL_
337,1,MALW_aBCUE_^IRdP_
338,1,MGqSHBASGH_~a@ct_
339,1,MQPD`Aacc@_~@aeT_
340,1,MaAaOh`cg@qfa_NJ_
341,1,Mp@@DAPQUT?\Bpah_
342,1,MCiARGXOkA_^jOsC?
343,1,MC[O``D`KC}UoR@P_
344,1,MKoAgiESH@?YrBCv_
345,0,MARGKxA?e@_nqgu_?
346,1,MQ`R?_B_wb[BEQe{_
347,1,MagR?B_pEA_aZ`Sn_
348,1,MAhAKgLaKA_^rGsO?
349,1,M_T?UPPHElR`TKwX_
350,1,McoCPOL@V@Y_zCY{_
351,1,MPgIaAP_WF[aDHh{_
352,1,MaWPGAPaWF[cCsp{_
353,0,M`c@CoT_WR]`Egqk_
354,1,MaWBGX@CdA{@Q`RN_
355,1,Mf?D_OF?mWTCDVRN?
356,1,MaCaDPQ`PI?zVjGN?
357,0,MPIQQCCkG`kLGDn[_
358,1,MK`PE?[CN`TOoV]`_
359,0,McPCHT@WEWW@UdR^?
360,1,M_U?TQDoEGyCpgxx_
361,0,MCiQ_q@GcJ]A_VPN_
362,0,McSHCTAGGSgv@QIn_
363,0,MOagTGDOiGaVqTU?_
364,1,MAMCdQ`gH@AmBaGz_
365,1,M_M?YEIeE@_\fE_Y?
366,1,MaHABW`GSSyER`DF_
367,1,MaIQABCcgDuEGiYt_
368,1,Mp?`aQ@AMLBeApRx_
369,1,MpODOAWTCRGWrGSv_
370,1,MGUU?d@?wHyFaClJ_
371,0,M`Q@BX@QCc}B@_dN_
372,0,MAWa`wK_WDANpZGE?
373,0,MPgGYI@AZ?`[b`Qj_
374,1,M_M?YEHeI@_\fE_Y?
375,1,MooCWPGKaIAgmGsf_
376,0,MgI@QHa@U`@^a_Sf_
377,0,MBAcdGePcPANR_cE_
378,0,MDHYADC?sHlFIPQl_
379,0,M_[POB_oUGeciWCn_
380,1,Mo@_BcBcpEEXuzSb?
381,1,M_K_SsE_X`?}phl`_
382,1,MDaEAoi@gA_}dp^?_
383,1,MoQ?XPCKQH`[TDp{?
384,1,M_TOD@KgUA_|Dr[a_
385,0,MAXSa@KWKI_[Kfqw?
386,0,M@UOgoP@eXSQG\@V?
387,0,MGgsPAaQCXPGhUA^?
388,0,M_MOEOKAZGiIdK[A_
389,0,MGIw_``CFPDTH@J^?
390,1,M_R?FPPgF?o]BOu{_
391,0,MCox@BAWGcarAaI~?
392,0,MggOg@oCZOcicPDN_
393,1,MgB@BPgCQSbG\hl`_
394,0,Moo?YPAKIEakL@q{_
395,1,MoWAWW__SCeS[kdN?
396,0,M_[GQPE?ZCbIg\U`_
397,1,MOghD?T?uXSQIdBF?
398,0,MoE?MOKAigqJC[[A_
399,0,MGXSBWG_G@WiSuKe?
400,1,MoO_UP@KEJ@sNAb[_
401,0,MgoOo@oKQHbGs_tF_
402,1,M`B?JPH_cD|_yej__
403,0,MaEAIOb_M@bEvWZS?
404,0,M_ga_qagH`Gj?RS~?
405,0,MoW?[@okE_g[S@UZ_
406,1,M@sQAaD`gd?ySzLa_
407,0,MoE?sOI@jAgg]VLa_
408,0,Mo__g``HjPCsH?k~?
409,0,MAXOdDAgSI_[Sfqw?
410,0,M?fWH?UDJOdJCL_u?
411,0,M?yOb?MiF?o]?YM{_
412,0,MCpP_q@HCdErA_Q~?
413,0,Moo?w@gocD`h\IaH_
414,1,M@iOR?UodC`[epr__
415,1,McB?bPWE_BrIcX]`_
416,0,M_[OSCIKYK`IW[u`_
417,0,MPHHD?U?yWkIIdAf?
418,0,M_Y?UP`KEJ@sN?J[_
419,0,MoW?[@o_kEw[V?QX_
420,1,Md?`CsE@Wa_}bRRL_
421,0,McWGWEIDO[D_k[_e_
422,0,Md@ECTCcC?`agVV@_
423,0,MoS?w?ksD_kHL?dZ_
424,0,M`KCKPcQODeJaW?j_
425,0,MwOG`IGAIEBcSLU`_
426,1,MAYW`@IANA_g^aMW_
427,0,MKSOggPPGCsQXL`V?
428,0,MgS?MDQaDOaqKkeE_
429,0,MocSG?IhOILHSTXH_
430,1,M`PP@@E_]A`n@q[s_
431,0,M`oP_@H_]@gZaAVV?
432,0,M`oOo@gpCga[S@dZ_
433,0,MAYOdHAWSJ?g^bIK_
434,1,M_UODOQDJOcglLah?
435,1,M?{S`@IWSRAg]aak_
436,0,MgS@KKaDOTCpdS_e_
437,0,MgoOW?s@j_kKc_bN_
438,0,MAePWOoa_H`rEo?j_
439,0,MgQOPGIIQWJBPc?n_
440,1,MGwW_`H?NBAo]bbS_
441,1,MAkOg_TiIP@QKLeP_
442,1,M_k@DO[`CgsoWK{P_
443,1,MOMCkOQDICoiSK{O_
444,0,Mp@@`?R_]A`nAZcs_
445,1,Mg__ggiAMBOo^`Up_
446,0,Mo_a__XiGRGWlReE_
447,0,Maa?iQ`aCogWlBEY_
448,0,MoPGP?s?kko{SVEE_
449,1,M_[OI@SqDO`YS\DH_
450,0,M_gg_`wAMBooz@Qx_
451,0,M`S?UHPYGKcoLKeE_
452,1,MoK?kOS`CgsowKwX_
453,0,MoKGHGSHHILGSlgH_
454,0,M?]P_`HqGRA[Kqce_
455,0,M`c?s?mpCgakMBAJ_
456,0,MqGOKOGAhaeHS[[Q_
457,1,MgQ?[PaAIIog[lEe_
458,1,Ma@aAoXAfb?tipl`_
459,1,MCTP@aD`cC{oZpU`_
460,0,MQ_eQ@B_sA{FGIf[_
461,0,M_`_acYaqC`NWZd@_
462,0,MHoQ`HAEDH?z_DNV?
463,0,M{?Og@_gE?aYV`dZ_
464,1,Md?`@oT?vg[OJPq{_
465,1,MEOoIoD?wP}EhoQw_
466,1,MaoB_X@CdAu@ObRN_
467,1,Mc`D@OF?n_]@QbIn?
468,1,MKOp@aDOSSmcXZDL_
469,1,Mo_b?`DgcD}A`RRJ_
470,0,MOox?a@HIQ_|B`dY_
471,1,MAROK_LdE@_^rGsO?
472,1,Ma__gs`_SB{F`@dY_
473,1,MALEGpBCTAaJqXsH_
474,1,MHoAaw`ACH_~_qDY_
475,0,MDAw_``?kB~BQ_NI_
476,1,MGJPC_h@NeDsdTYa_
477,1,MQSCbOH@c`t`ySla_
478,0,M``AcQBGUU@_Xjl`_
479,0,MoPH@CcKEiG_LDu{_
480,0,MAsOKcKgLA`aZgt`_
481,0,MApPaHCbCICWyGM{_
482,0,MHgAdGeDF@OR?eg~?
483,1,MCpRAE@`WBBIUknK?
484,0,MHgSC_YDJ?sJAWh^?
485,1,MAqCbOXAc`t`wTLa_
486,1,M@pWE?k@e`gjgXd`_
487,0,MHgCc_uDJ?sJ?gh^?
488,0,M@oqaD@gWJBIWT^K?
489,1,MCFQGs@ICDyEPXhu_
490,1,MGFOUC`?nGoNBW`u_
491,0,Mb@OPOccOiOWV`Ul_
492,0,M_XOQPCcOcqXU`RL_
493,0,MooGoDGAXiBHT@On_
494,0,McP?QpDCZ@QR`dLF?
495,0,Mgo?wLCKb?_gdBRN_
496,0,MoBOE?BQfGoNBX`u_
497,0,MBHOYPCcOcoWUbRL_
498,0,MgoCoFOBGePHC_pv_
499,0,Mo_o`?D_z@SRbESv?
500,1,MBPGJHH@N?oMAouu_
501,1,MBgOc`IaZ@OR@Eg~?
502,1,MCRHCsPOCByEbPQl_
503,0,MHSAUX@GC``n@JBF_
504,1,McoPOAapC_agN`EZ_
505,0,MAUGhAMcE_cG^BDP_
506,0,MFAQPOoF@S?opd@f_
507,0,MF?qWOoEPDAI_xAj_
508,1,Mg`GcK`?KQpN`abF_
509,1,MaPAQHKkC__hLbTP_
510,0,MqAQOOG``W?vAKSv_
511,0,MsCCQGIXC?gXVjaH_
512,0,MHSAMY@GC``mBJBF_
513,1,McoP_AIqCOagNaEZ_
514,1,MgHGcK`?LAdNR`BF_
515,0,MaHAQHcgc__gnadH_
516,0,MsGQGC_i_K?mIWcn_
517,0,MGKcau@OCbUEEIT^?
518,1,MPDCbOHAc`v_xVIa_
519,0,MaQAOsI_XB@LZSlk?
520,1,MCFX?a`CKD}e?YMu_
521,1,MDcOJ?RQN?oMAouu_
522,1,Moo?XPCKQHagu`RL_
523,0,M?mGFCb?nGoNBOou_
524,0,MgBGEDB?NGoNAZcu_
525,0,MOwEHPCKQ@_gubRL_
526,0,Me@?XRCEQ@_gvadL_
527,0,MCRGasPOCByFaPSl_
528,1,MHPAMY@GCc`mBaRF_
529,1,Mco?TAMsC_ag^BEH_
530,1,MFAWWCQF@S?oqd@f_
531,1,M?tAbWPGSK_~QJCD_
532,1,Mh@HCK`?cQhLJabF_
533,1,MaPAQHIkC__hTbUH_
534,0,Mq_?hDCiCE_iLbTP_
535,1,Mj?AQX@GCc_n@atN_
536,1,MROGiAIcE_cGNBEZ_
537,1,MF?giQoBADDACxAj_
538,0,MqAQOOGa`W?v@KSv_
539,1,Md_@I?uoc_`WVbQH_
540,0,MwGI_OS?FOgIN`UZ_
541,0,MwOK@PO@APSapd@v_
542,1,MGgcau@OCbUAdJP^?
543,0,MBICopHCj?oJAIR^?
544,0,MooCoAgTObAhd@On_
545,0,MgoCoFOAohPHC_pv_
546,0,MAd?YpDCZHOR_fHF?
547,0,Mg_g`Ha?V@QRaDNV?
548,0,Mgg?wLGCj?`IUAbN_
549,1,Md_@_oF?mwLHSFRN?
550,0,Mao?oqQ_KBzDCDlZ?
551,1,MHWPg@PaI@_z_tOz?
552,0,MwOOW@OQb_`KTPRN_
553,1,MAiR_B@_[DmAcFRN?
554,0,MPg@M@PeI@_zaDOz?
555,0,MooOgCCDjO_if@BN_
556,1,MWQ@kQO@EB`^Agon?
557,1,Mao?opQ_KBvAtCLZ?
558,0,MHcCXDECe@_ZoVJE?
559,0,M_[?wAikE_agN@AZ_
560,0,MooOSAAkE_agNBEZ_
561,1,MwOP_@@aI@_~`DUz?
562,1,Mr?Q_A@_[DmAdVRN?
563,1,Mp_PO@@bI@_z_uLZ?
564,1,M`SX?R?CEB`Z@VRN?
565,1,Mp_PG@AeE@_zaHNV?
566,1,MwGOg@_@jOdKUPBN_
567,0,MwOOWP?Ob_`KTRRN_
568,1,MoIQ_@@_[D}EcFRN?
569,1,MgEHOHPAI@_~bGSv?
570,1,MgoGgDS?jO_if@BN_
571,0,MWIX_Q??EB`^AfRN?
572,0,MwGWO@O?jOdKVPBN_
573,0,MwOW_H?@OdTJCZAn_
574,1,MHDOI_dGfRIqHkik?
575,0,MK`OQ_L`C@}cxIg{_
576,0,MX@CiOP?MA`nJPo{_
577,1,MX_CWoaCI@_~_qSv?
578,0,MoWW_@_Pb_`KSQtN_
579,0,MWoS_gAQO@oozEe{_
580,0,MSOaiHAWW@_ovJMS_
581,0,MoSOo@OkE_chL@dZ_
582,0,MgKSOGPOgOsUG[Mz?
583,0,MPgX@O@?MI`mJPq{_
584,1,MX_PSOACIB`^@RIn?
585,0,MOsPOaAPUF?oNqIw_
586,0,MwOOg@_@jOdKTPBN_
587,0,MWgKoOP?EOog^`dY_
588,0,MBI@aghqGPASGNET_
589,1,MFOQPOgE`I?r@cAn_
590,1,MEKX?`BGU@`MRJdP_
591,0,MoO_gg`XCRPONocy_
592,1,MCwQaD@iCO_WlREY_
593,0,MX@CbOP?MA`nIZcs_
594,1,MX_CooICI@_~aAMz?
595,0,Md?`OsPOWD_]bqIy_
596,0,M_wO_d@hDB@WMbay_
597,0,MgWOKEAaGpPGK]eT_
598,0,MGYOgd@gDB@WNb_y_
599,1,MEKX?aDBE@aMQzCJ_
600,1,MBIGdGpcC_qGMbaY_
601,1,MFOQHOoF@E?qac@v_
602,1,MEWAJQHEEO_GnqAY_
603,0,Mw_@WP@GEB`XUfRN?
604,0,M_[W_O`CDTOwLTNJ?
605,0,M[GYO?g_GHSKK\NV?
606,0,M_YWCOH?StQsKNRD?
607,0,MgSOWW@c?_qW[vPz?
608,0,MkOOKOK_GPUKK]Sv?
609,0,MgWU?CSaa?_K[nRN?
610,0,MagGIAMEJCaGeC]Q_
611,1,MZ?Pg?WOgqoGDC}Y_
612,0,Mb@?MGieCOoWTVEH_
613,0,MsC@KW_?wOyHC[]Q_
614,0,Ms_?XGSWc_cWsNUP_
615,0,MwO?kO`CDTOwLTNJ?
616,0,M{?IO?w_GHSKK\NV?
617,0,MbA?LGieCOoWTVEH_
618,0,MaKPCOKIIgaIC[]Q_
619,0,MoKGHQCGEo`gUNTP_
620,0,M`cOo?MPZGaGeC]Q_
621,1,Mr?GKDOGgqoGDC}Y_
622,0,M{?OWG@E__qW[vPz?
623,0,M{??[OK_GPUKK]Sv?
624,1,Mr?Q?`@_[DtF@VRN?
625,0,McQCBPH@c@|`ycla_
626,0,MX@BcOB?UU@cXjl`_
627,0,MX_CTO`CF@QR@TJ^?
628,0,M``W@OB?UeBegr]`_
629,0,MEPWE@K@e@_niot`_
630,0,MX_CbO`CF@QR?VL^?
631,0,MoOq@C@`XBBMYs^S?
632,0,MX_OSo@CFPQR@TR^?
633,1,Mo@`@cB_sId\NXqs?
634,1,M@pOH`BaUA`hyKls?
635,1,M?xGeAb_UAagkyYk?
636,1,MSIAU?qoSA_klLpk?
637,0,M?lWCq@AGrQgSWuk?
638,0,Mq?p@?DaSJDKhhLB?
639,0,MCTGhWE?WBPhVDGc?
